Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
25,7,2/8/2015,0,0,0,0,0,0
26,7,2/8/2015,0,0,0,0,0,0
27,7,2/8/2015,0,0,0,0,0,0
28,7,2/8/2015,0,0,0,0,0,0
29,7,2/8/2015,0,0,0,0,0,0
30,7,2/8/2015,0,0,0,0,0,0
31,7,2/8/2015,0,0,0,0,0,0
32,7,2/8/2015,0,0,0,0,0,0
33,7,2/8/2015,0,0,0,0,0,0
34,7,2/8/2015,0,0,0,0,0,0
35,7,2/8/2015,0,0,0,0,0,0
36,7,2/8/2015,0,0,0,0,0,0
37,7,2/8/2015,0,0,0,0,0,0
38,7,2/8/2015,0,0,0,0,0,0
39,7,2/8/2015,0,0,0,0,0,0
40,7,2/8/2015,0,0,0,0,0,0
41,7,2/8/2015,0,0,0,0,0,0
42,7,2/8/2015,0,0,0,0,0,0
43,7,2/8/2015,0,0,0,0,0,0
44,7,2/8/2015,0,0,0,0,0,0
45,7,2/8/2015,0,0,0,0,0,0
46,7,2/8/2015,0,0,0,0,0,0
47,7,2/8/2015,0,0,0,0,0,0
48,7,2/8/2015,0,0,0,0,0,0
49,7,2/8/2015,0,0,0,0,0,0
50,7,2/8/2015,0,0,0,0,0,0
51,7,2/8/2015,0,0,0,0,0,0
52,7,2/8/2015,0,0,0,0,0,0
53,7,2/8/2015,0,0,0,0,0,0
54,7,2/8/2015,0,0,0,0,0,0
55,7,2/8/2015,0,0,0,0,0,0
56,7,2/8/2015,0,0,0,0,0,0
57,7,2/8/2015,0,0,0,0,0,0
58,7,2/8/2015,0,0,0,0,0,0
59,7,2/8/2015,0,0,0,0,0,0
60,7,2/8/2015,0,0,0,0,0,0
61,7,2/8/2015,0,0,0,0,0,0
62,7,2/8/2015,0,0,0,0,0,0
63,7,2/8/2015,0,0,0,0,0,0
64,7,2/8/2015,0,0,0,0,0,0
65,7,2/8/2015,0,0,0,0,0,0
66,7,2/8/2015,0,0,0,0,0,0
67,7,2/8/2015,0,0,0,0,0,0
68,7,2/8/2015,0,0,0,0,0,0
69,7,2/8/2015,0,0,0,0,0,0
70,7,2/8/2015,0,0,0,0,0,0
71,7,2/8/2015,0,0,0,0,0,0
72,7,2/8/2015,0,0,0,0,0,0
73,7,2/8/2015,0,0,0,0,0,0
74,7,2/8/2015,0,0,0,0,0,0
75,7,2/8/2015,0,0,0,0,0,0
76,7,2/8/2015,0,0,0,0,0,0
77,7,2/8/2015,0,0,0,0,0,0
78,7,2/8/2015,0,0,0,0,0,0
79,7,2/8/2015,0,0,0,0,0,0
80,7,2/8/2015,0,0,0,0,0,0
81,7,2/8/2015,0,0,0,0,0,0
82,7,2/8/2015,0,0,0,0,0,0
83,7,2/8/2015,0,0,0,0,0,0
84,7,2/8/2015,0,0,0,0,0,0
85,7,2/8/2015,11453,1585,1,0,0,0
86,7,2/8/2015,0,0,0,0,0,0
87,7,2/8/2015,0,0,0,0,0,0
88,7,2/8/2015,0,0,0,0,0,0
89,7,2/8/2015,0,0,0,0,0,0
90,7,2/8/2015,0,0,0,0,0,0
91,7,2/8/2015,0,0,0,0,0,0
92,7,2/8/2015,0,0,0,0,0,0
93,7,2/8/2015,0,0,0,0,0,0
94,7,2/8/2015,0,0,0,0,0,0
95,7,2/8/2015,0,0,0,0,0,0
96,7,2/8/2015,0,0,0,0,0,0
97,7,2/8/2015,0,0,0,0,0,0
98,7,2/8/2015,0,0,0,0,0,0
99,7,2/8/2015,0,0,0,0,0,0
100,7,2/8/2015,0,0,0,0,0,0
1,6,2/7/2015,4663,599,1,0,0,0
2,6,2/7/2015,2335,306,1,0,0,0
3,6,2/7/2015,4781,549,1,0,0,0
4,6,2/7/2015,10042,1398,1,0,0,0
5,6,2/7/2015,2064,229,1,0,0,0
6,6,2/7/2015,3320,373,1,0,0,0
7,6,2/7/2015,6172,597,1,0,0,0
8,6,2/7/2015,3603,450,1,0,0,0
9,6,2/7/2015,7299,627,1,0,0,0
10,6,2/7/2015,4770,518,1,0,0,0
11,6,2/7/2015,5931,842,1,0,0,0
12,6,2/7/2015,6244,797,1,0,0,0
13,6,2/7/2015,4668,375,1,0,0,0
14,6,2/7/2015,3368,418,1,0,0,0
15,6,2/7/2015,6093,632,1,0,0,0
16,6,2/7/2015,6292,584,1,0,0,0
17,6,2/7/2015,2533,361,1,0,0,0
18,6,2/7/2015,4720,518,1,0,0,0
19,6,2/7/2015,4806,453,1,0,0,0
20,6,2/7/2015,4989,485,1,0,0,0
21,6,2/7/2015,6288,566,1,0,0,0
22,6,2/7/2015,3341,369,1,0,0,0
23,6,2/7/2015,5326,475,1,0,0,0
24,6,2/7/2015,7905,716,1,0,0,0
25,6,2/7/2015,9263,1360,1,0,0,0
26,6,2/7/2015,5635,500,1,0,0,0
27,6,2/7/2015,8410,932,1,0,0,0
28,6,2/7/2015,2239,281,1,0,0,0
29,6,2/7/2015,7849,702,1,0,0,0
30,6,2/7/2015,3631,612,1,0,0,0
31,6,2/7/2015,6226,668,1,0,0,0
32,6,2/7/2015,2258,269,1,0,0,0
33,6,2/7/2015,8875,911,1,0,0,0
34,6,2/7/2015,7465,902,1,0,0,0
35,6,2/7/2015,7872,639,1,0,0,0
36,6,2/7/2015,9997,979,1,0,0,0
37,6,2/7/2015,7167,911,1,0,0,0
38,6,2/7/2015,6155,610,1,0,0,0
39,6,2/7/2015,2939,437,1,0,0,0
40,6,2/7/2015,4561,643,1,0,0,0
41,6,2/7/2015,6027,432,1,0,0,0
42,6,2/7/2015,8710,941,1,0,0,0
43,6,2/7/2015,4408,397,1,0,0,0
44,6,2/7/2015,3470,453,1,0,0,0
45,6,2/7/2015,5383,451,1,0,0,0
46,6,2/7/2015,4935,668,1,0,0,0
47,6,2/7/2015,6244,775,1,0,0,0
48,6,2/7/2015,2854,267,1,0,0,0
49,6,2/7/2015,7653,582,1,0,0,0
50,6,2/7/2015,4338,403,1,0,0,0
51,6,2/7/2015,7081,552,1,0,0,0
52,6,2/7/2015,5986,450,1,0,0,0
53,6,2/7/2015,3173,357,1,0,0,0
54,6,2/7/2015,9106,895,1,0,0,0
55,6,2/7/2015,3516,402,1,0,0,0
56,6,2/7/2015,9543,663,1,0,0,0
57,6,2/7/2015,6078,657,1,0,0,0
58,6,2/7/2015,6375,524,1,0,0,0
59,6,2/7/2015,2513,271,1,0,0,0
60,6,2/7/2015,5542,455,1,0,0,0
61,6,2/7/2015,5406,653,1,0,0,0
62,6,2/7/2015,3792,441,1,0,0,0
63,6,2/7/2015,7740,743,1,0,0,0
64,6,2/7/2015,10640,873,1,0,0,0
65,6,2/7/2015,2940,240,1,0,0,0
66,6,2/7/2015,6506,552,1,0,0,0
67,6,2/7/2015,5586,548,1,0,0,0
68,6,2/7/2015,8893,1190,1,0,0,0
69,6,2/7/2015,7827,1042,1,0,0,0
70,6,2/7/2015,6082,640,1,0,0,0
71,6,2/7/2015,6540,584,1,0,0,0
72,6,2/7/2015,2007,265,1,0,0,0
73,6,2/7/2015,2367,283,1,0,0,0
74,6,2/7/2015,5073,705,1,0,0,0
75,6,2/7/2015,5603,626,1,0,0,0
76,6,2/7/2015,9099,898,1,0,0,0
77,6,2/7/2015,8424,734,1,0,0,0
78,6,2/7/2015,2460,395,1,0,0,0
79,6,2/7/2015,3908,421,1,0,0,0
80,6,2/7/2015,7835,625,1,0,0,0
81,6,2/7/2015,8704,657,1,0,0,0
82,6,2/7/2015,6143,553,1,0,0,0
83,6,2/7/2015,3282,303,1,0,0,0
84,6,2/7/2015,11442,1238,1,0,0,0
85,6,2/7/2015,5707,796,1,0,0,0
86,6,2/7/2015,3937,519,1,0,0,0
87,6,2/7/2015,3558,448,1,0,0,0
88,6,2/7/2015,1692,188,1,0,0,0
89,6,2/7/2015,4759,452,1,0,0,0
90,6,2/7/2015,7884,1034,1,0,0,0
91,6,2/7/2015,3998,471,1,0,0,0
92,6,2/7/2015,6047,587,1,0,0,0
93,6,2/7/2015,3006,294,1,0,0,0
94,6,2/7/2015,5396,514,1,0,0,0
95,6,2/7/2015,3960,458,1,0,0,0
96,6,2/7/2015,2041,197,1,0,0,0
97,6,2/7/2015,4236,437,1,0,0,0
98,6,2/7/2015,5107,448,1,0,0,0
99,6,2/7/2015,6108,561,1,0,0,0
100,6,2/7/2015,8734,756,1,0,0,0
1,5,2/6/2015,5022,604,1,1,0,0
2,5,2/6/2015,5260,550,1,1,0,1
3,5,2/6/2015,7920,811,1,1,0,0
4,5,2/6/2015,10985,1466,1,1,0,1
5,5,2/6/2015,5209,582,1,1,0,0
6,5,2/6/2015,5268,604,1,1,0,0
7,5,2/6/2015,9570,981,1,1,0,0
8,5,2/6/2015,6205,715,1,1,0,0
9,5,2/6/2015,7955,686,1,1,0,0
10,5,2/6/2015,5772,614,1,1,0,0
11,5,2/6/2015,8175,1118,1,1,0,0
12,5,2/6/2015,7409,881,1,1,0,0
13,5,2/6/2015,5652,410,1,1,0,0
14,5,2/6/2015,6245,715,1,1,0,0
15,5,2/6/2015,7710,738,1,1,0,0
16,5,2/6/2015,8575,918,1,1,0,0
17,5,2/6/2015,6643,800,1,1,0,1
18,5,2/6/2015,8507,865,1,1,0,1
19,5,2/6/2015,7629,704,1,1,0,0
20,5,2/6/2015,7285,769,1,1,0,0
21,5,2/6/2015,6870,550,1,1,0,0
22,5,2/6/2015,5451,573,1,1,0,0
23,5,2/6/2015,6785,583,1,1,0,0
24,5,2/6/2015,10509,923,1,1,0,0
25,5,2/6/2015,11838,1701,1,1,0,0
26,5,2/6/2015,7620,586,1,1,0,1
27,5,2/6/2015,10469,1151,1,1,0,0
28,5,2/6/2015,5795,583,1,1,0,1
29,5,2/6/2015,8306,742,1,1,0,0
30,5,2/6/2015,4185,604,1,1,0,0
31,5,2/6/2015,6819,672,1,1,0,0
32,5,2/6/2015,3928,474,1,1,0,0
33,5,2/6/2015,9291,877,1,1,0,0
34,5,2/6/2015,7063,898,1,1,0,1
35,5,2/6/2015,11680,848,1,1,0,0
36,5,2/6/2015,9451,992,1,1,0,0
37,5,2/6/2015,7847,844,1,1,0,1
38,5,2/6/2015,6465,603,1,1,0,0
39,5,2/6/2015,5376,674,1,1,0,0
40,5,2/6/2015,3628,471,1,1,0,0
41,5,2/6/2015,6579,468,1,1,0,0
42,5,2/6/2015,11426,1124,1,1,0,0
43,5,2/6/2015,7461,701,1,1,0,0
44,5,2/6/2015,5395,668,1,1,0,1
45,5,2/6/2015,5627,457,1,1,0,0
46,5,2/6/2015,7618,732,1,1,0,0
47,5,2/6/2015,7705,952,1,1,0,0
48,5,2/6/2015,4631,453,1,1,0,0
49,5,2/6/2015,8480,584,1,1,0,0
50,5,2/6/2015,4933,404,1,1,0,0
51,5,2/6/2015,7971,562,1,1,0,0
52,5,2/6/2015,7379,480,1,1,0,0
53,5,2/6/2015,5644,611,1,1,0,0
54,5,2/6/2015,8435,769,1,1,0,1
55,5,2/6/2015,5368,657,1,1,0,0
56,5,2/6/2015,9254,607,1,1,0,0
57,5,2/6/2015,10116,946,1,1,0,0
58,5,2/6/2015,7560,560,1,1,0,0
59,5,2/6/2015,6448,576,1,1,0,1
60,5,2/6/2015,9621,828,1,1,0,0
61,5,2/6/2015,5125,612,1,1,0,0
62,5,2/6/2015,7393,771,1,1,0,0
63,5,2/6/2015,8940,731,1,1,0,0
64,5,2/6/2015,13106,952,1,1,0,0
65,5,2/6/2015,5558,453,1,1,0,1
66,5,2/6/2015,7277,567,1,1,0,0
67,5,2/6/2015,8556,850,1,1,0,0
68,5,2/6/2015,6745,1022,1,1,0,0
69,5,2/6/2015,9610,1226,1,1,0,0
70,5,2/6/2015,7030,746,1,1,0,0
71,5,2/6/2015,10470,842,1,1,0,0
72,5,2/6/2015,4690,524,1,1,0,0
73,5,2/6/2015,5444,549,1,1,0,0
74,5,2/6/2015,6131,809,1,1,0,0
75,5,2/6/2015,6343,660,1,1,0,0
76,5,2/6/2015,9765,993,1,1,0,0
77,5,2/6/2015,9096,759,1,1,0,0
78,5,2/6/2015,4172,549,1,1,0,1
79,5,2/6/2015,5645,571,1,1,0,0
80,5,2/6/2015,8348,632,1,1,0,0
81,5,2/6/2015,7157,543,1,1,0,0
82,5,2/6/2015,9946,962,1,1,0,0
83,5,2/6/2015,4471,391,1,1,0,0
84,5,2/6/2015,13758,1456,1,1,0,0
85,5,2/6/2015,6975,971,1,1,0,1
86,5,2/6/2015,5509,685,1,1,0,0
87,5,2/6/2015,5426,657,1,1,0,1
88,5,2/6/2015,5895,626,1,1,0,1
89,5,2/6/2015,6190,632,1,1,0,0
90,5,2/6/2015,8904,1064,1,1,0,0
91,5,2/6/2015,5560,546,1,1,0,0
92,5,2/6/2015,7771,647,1,1,0,0
93,5,2/6/2015,8054,802,1,1,0,0
94,5,2/6/2015,8184,683,1,1,0,0
95,5,2/6/2015,7291,796,1,1,0,0
96,5,2/6/2015,5386,556,1,1,0,0
97,5,2/6/2015,8595,848,1,1,0,0
98,5,2/6/2015,6254,563,1,1,0,0
99,5,2/6/2015,6170,535,1,1,0,0
100,5,2/6/2015,8339,697,1,1,0,0
1,4,2/5/2015,4394,551,1,1,0,0
2,4,2/5/2015,5275,603,1,1,0,1
3,4,2/5/2015,7195,796,1,1,0,0
4,4,2/5/2015,9882,1424,1,1,0,1
5,4,2/5/2015,5011,541,1,1,0,0
6,4,2/5/2015,5265,595,1,1,0,0
7,4,2/5/2015,8692,914,1,1,0,0
8,4,2/5/2015,7002,890,1,1,0,0
9,4,2/5/2015,6611,589,1,1,0,0
10,4,2/5/2015,5416,590,1,1,0,0
11,4,2/5/2015,7785,1061,1,1,0,0
12,4,2/5/2015,7778,906,1,1,0,0
13,4,2/5/2015,5019,357,1,1,0,0
14,4,2/5/2015,6011,665,1,1,0,0
15,4,2/5/2015,7164,697,1,1,0,0
16,4,2/5/2015,8887,899,1,1,0,0
17,4,2/5/2015,6301,786,1,1,0,1
18,4,2/5/2015,7216,695,1,1,0,1
19,4,2/5/2015,7334,645,1,1,0,0
20,4,2/5/2015,8547,943,1,1,0,0
21,4,2/5/2015,5928,559,1,1,0,0
22,4,2/5/2015,4137,457,1,1,0,0
23,4,2/5/2015,6493,512,1,1,0,0
24,4,2/5/2015,9672,858,1,1,0,0
25,4,2/5/2015,11794,1693,1,1,0,0
26,4,2/5/2015,7580,608,1,1,0,1
27,4,2/5/2015,11066,1147,1,1,0,0
28,4,2/5/2015,6290,646,1,1,0,1
29,4,2/5/2015,8038,662,1,1,0,0
30,4,2/5/2015,5010,720,1,1,0,0
31,4,2/5/2015,5913,591,1,1,0,0
32,4,2/5/2015,3796,454,1,1,0,0
33,4,2/5/2015,9118,839,1,1,0,0
34,4,2/5/2015,7580,938,1,1,0,1
35,4,2/5/2015,10741,797,1,1,0,0
36,4,2/5/2015,9460,1057,1,1,0,0
37,4,2/5/2015,6823,779,1,1,0,1
38,4,2/5/2015,6913,581,1,1,0,0
39,4,2/5/2015,5829,705,1,1,0,0
40,4,2/5/2015,4169,560,1,1,0,0
41,4,2/5/2015,6509,475,1,1,0,0
42,4,2/5/2015,11352,1108,1,1,0,0
43,4,2/5/2015,6573,618,1,1,0,0
44,4,2/5/2015,5979,657,1,1,0,1
45,4,2/5/2015,5288,414,1,1,0,0
46,4,2/5/2015,5426,710,1,1,0,0
47,4,2/5/2015,8097,980,1,1,0,0
48,4,2/5/2015,3804,392,1,1,0,0
49,4,2/5/2015,6885,505,1,1,0,0
50,4,2/5/2015,4246,367,1,1,0,0
51,4,2/5/2015,6387,472,1,1,0,0
52,4,2/5/2015,6588,422,1,1,0,0
53,4,2/5/2015,5989,614,1,1,0,0
54,4,2/5/2015,7171,647,1,1,0,1
55,4,2/5/2015,5778,666,1,1,0,0
56,4,2/5/2015,7989,527,1,1,0,0
57,4,2/5/2015,9631,905,1,1,0,0
58,4,2/5/2015,6949,530,1,1,0,0
59,4,2/5/2015,5512,538,1,1,0,1
60,4,2/5/2015,9226,805,1,1,0,0
61,4,2/5/2015,4865,587,1,1,0,0
62,4,2/5/2015,7005,786,1,1,0,0
63,4,2/5/2015,7398,617,1,1,0,0
64,4,2/5/2015,12196,863,1,1,0,0
65,4,2/5/2015,4781,423,1,1,0,1
66,4,2/5/2015,6154,499,1,1,0,0
67,4,2/5/2015,8632,844,1,1,0,0
68,4,2/5/2015,6142,980,1,1,0,0
69,4,2/5/2015,8883,1118,1,1,0,0
70,4,2/5/2015,6901,676,1,1,0,0
71,4,2/5/2015,10070,779,1,1,0,0
72,4,2/5/2015,5529,497,1,1,0,0
73,4,2/5/2015,5316,581,1,1,0,0
74,4,2/5/2015,6463,860,1,1,0,0
75,4,2/5/2015,5827,618,1,1,0,0
76,4,2/5/2015,8354,859,1,1,0,0
77,4,2/5/2015,7566,657,1,1,0,0
78,4,2/5/2015,3661,453,1,1,0,1
79,4,2/5/2015,5419,548,1,1,0,0
80,4,2/5/2015,7362,541,1,1,0,0
81,4,2/5/2015,6345,453,1,1,0,0
82,4,2/5/2015,10781,987,1,1,0,0
83,4,2/5/2015,3711,350,1,1,0,0
84,4,2/5/2015,13406,1343,1,1,0,0
85,4,2/5/2015,6083,936,1,1,0,1
86,4,2/5/2015,5152,609,1,1,0,0
87,4,2/5/2015,5951,727,1,1,0,1
88,4,2/5/2015,6765,681,1,1,0,1
89,4,2/5/2015,5669,577,1,1,0,0
90,4,2/5/2015,8706,1028,1,1,0,0
91,4,2/5/2015,5040,500,1,1,0,0
92,4,2/5/2015,7351,610,1,1,0,0
93,4,2/5/2015,6523,582,1,1,0,0
94,4,2/5/2015,8229,710,1,1,0,0
95,4,2/5/2015,7393,833,1,1,0,0
96,4,2/5/2015,5797,631,1,1,0,0
97,4,2/5/2015,7297,743,1,1,0,0
98,4,2/5/2015,5180,458,1,1,0,0
99,4,2/5/2015,6274,516,1,1,0,0
100,4,2/5/2015,9567,712,1,1,0,0
1,3,2/4/2015,4672,544,1,1,0,0
2,3,2/4/2015,6405,721,1,1,0,1
3,3,2/4/2015,8155,816,1,1,0,0
4,3,2/4/2015,9571,1310,1,1,0,1
5,3,2/4/2015,5656,640,1,1,0,0
6,3,2/4/2015,5034,580,1,1,0,0
7,3,2/4/2015,9566,920,1,1,0,0
8,3,2/4/2015,6877,785,1,1,0,0
9,3,2/4/2015,6956,636,1,1,0,0
10,3,2/4/2015,6052,641,1,1,0,0
11,3,2/4/2015,9131,1247,1,1,0,0
12,3,2/4/2015,8772,947,1,1,0,0
13,3,2/4/2015,5163,373,1,1,0,0
14,3,2/4/2015,6134,691,1,1,0,0
15,3,2/4/2015,6984,644,1,1,0,0
16,3,2/4/2015,8779,890,1,1,0,0
17,3,2/4/2015,7313,839,1,1,0,1
18,3,2/4/2015,7144,719,1,1,0,1
19,3,2/4/2015,7400,689,1,1,0,0
20,3,2/4/2015,8275,884,1,1,0,0
21,3,2/4/2015,5376,521,1,1,0,0
22,3,2/4/2015,4402,505,1,1,0,0
23,3,2/4/2015,6016,501,1,1,0,0
24,3,2/4/2015,10621,911,1,1,0,0
25,3,2/4/2015,11565,1625,1,1,0,0
26,3,2/4/2015,7023,568,1,1,0,1
27,3,2/4/2015,12162,1211,1,1,0,0
28,3,2/4/2015,4880,531,1,1,0,1
29,3,2/4/2015,8560,753,1,1,0,0
30,3,2/4/2015,4333,651,1,1,0,0
31,3,2/4/2015,6402,629,1,1,0,0
32,3,2/4/2015,4566,502,1,1,0,0
33,3,2/4/2015,8110,756,1,1,0,0
34,3,2/4/2015,7456,903,1,1,0,1
35,3,2/4/2015,11549,808,1,1,0,0
36,3,2/4/2015,10635,1146,1,1,0,0
37,3,2/4/2015,6176,704,1,1,0,1
38,3,2/4/2015,5281,437,1,1,0,0
39,3,2/4/2015,6351,792,1,1,0,0
40,3,2/4/2015,3947,536,1,1,0,0
41,3,2/4/2015,6713,466,1,1,0,0
42,3,2/4/2015,12436,1290,1,1,0,0
43,3,2/4/2015,6365,547,1,1,0,0
44,3,2/4/2015,5636,639,1,1,0,1
45,3,2/4/2015,4944,364,1,1,0,0
46,3,2/4/2015,6003,666,1,1,0,0
47,3,2/4/2015,8604,1083,1,1,0,0
48,3,2/4/2015,3872,411,1,1,0,0
49,3,2/4/2015,7864,561,1,1,0,0
50,3,2/4/2015,3859,362,1,1,0,0
51,3,2/4/2015,6654,455,1,1,0,0
52,3,2/4/2015,6771,426,1,1,0,0
53,3,2/4/2015,5706,603,1,1,0,0
54,3,2/4/2015,7411,651,1,1,0,1
55,3,2/4/2015,5000,575,1,1,0,0
56,3,2/4/2015,8317,524,1,1,0,0
57,3,2/4/2015,9192,877,1,1,0,0
58,3,2/4/2015,7506,551,1,1,0,0
59,3,2/4/2015,6198,598,1,1,0,1
60,3,2/4/2015,9718,832,1,1,0,0
61,3,2/4/2015,5002,619,1,1,0,0
62,3,2/4/2015,7488,813,1,1,0,0
63,3,2/4/2015,8448,664,1,1,0,0
64,3,2/4/2015,11065,752,1,1,0,0
65,3,2/4/2015,4701,423,1,1,0,1
66,3,2/4/2015,6479,488,1,1,0,0
67,3,2/4/2015,9129,877,1,1,0,0
68,3,2/4/2015,6921,1021,1,1,0,0
69,3,2/4/2015,9200,1147,1,1,0,0
70,3,2/4/2015,6640,686,1,1,0,0
71,3,2/4/2015,11040,802,1,1,0,0
72,3,2/4/2015,4845,490,1,1,0,0
73,3,2/4/2015,5922,573,1,1,0,0
74,3,2/4/2015,7115,972,1,1,0,0
75,3,2/4/2015,5483,592,1,1,0,0
76,3,2/4/2015,9916,905,1,1,0,0
77,3,2/4/2015,7988,649,1,1,0,0
78,3,2/4/2015,4257,534,1,1,0,1
79,3,2/4/2015,6333,580,1,1,0,0
80,3,2/4/2015,7148,516,1,1,0,0
81,3,2/4/2015,6611,544,1,1,0,0
82,3,2/4/2015,10276,878,1,1,0,0
83,3,2/4/2015,4243,347,1,1,0,0
84,3,2/4/2015,15116,1591,1,1,0,0
85,3,2/4/2015,6797,948,1,1,0,1
86,3,2/4/2015,5252,606,1,1,0,0
87,3,2/4/2015,5686,723,1,1,0,1
88,3,2/4/2015,7197,684,1,1,0,1
89,3,2/4/2015,6425,637,1,1,0,0
90,3,2/4/2015,9471,1127,1,1,0,0
91,3,2/4/2015,5234,504,1,1,0,0
92,3,2/4/2015,6947,562,1,1,0,0
93,3,2/4/2015,6804,646,1,1,0,0
94,3,2/4/2015,8054,673,1,1,0,0
95,3,2/4/2015,7248,779,1,1,0,0
96,3,2/4/2015,6701,620,1,1,0,0
97,3,2/4/2015,6506,641,1,1,0,0
98,3,2/4/2015,5372,441,1,1,0,0
99,3,2/4/2015,6594,502,1,1,0,0
100,3,2/4/2015,8338,655,1,1,0,0
1,2,2/3/2015,4901,596,1,1,0,0
2,2,2/3/2015,6837,684,1,1,0,1
3,2,2/3/2015,8950,895,1,1,0,0
4,2,2/3/2015,11230,1429,1,1,0,1
5,2,2/3/2015,6231,625,1,1,0,0
6,2,2/3/2015,6055,677,1,1,0,0
7,2,2/3/2015,10481,1032,1,1,0,0
8,2,2/3/2015,8146,872,1,1,0,0
9,2,2/3/2015,8929,715,1,1,0,0
10,2,2/3/2015,5982,612,1,1,0,1
11,2,2/3/2015,8927,1204,1,1,0,0
12,2,2/3/2015,8646,957,1,1,0,0
13,2,2/3/2015,5156,373,1,1,0,0
14,2,2/3/2015,7069,761,1,1,0,0
15,2,2/3/2015,7220,668,1,1,0,0
16,2,2/3/2015,10357,1050,1,1,0,0
17,2,2/3/2015,9070,1035,1,1,0,1
18,2,2/3/2015,6606,680,1,1,0,1
19,2,2/3/2015,8213,737,1,1,0,0
20,2,2/3/2015,8610,936,1,1,0,0
21,2,2/3/2015,7958,605,1,1,0,0
22,2,2/3/2015,5303,567,1,1,0,0
23,2,2/3/2015,6797,541,1,1,0,0
24,2,2/3/2015,11866,984,1,1,0,0
25,2,2/3/2015,12976,1788,1,1,0,0
26,2,2/3/2015,7244,591,1,1,0,1
27,2,2/3/2015,12036,1279,1,1,0,0
28,2,2/3/2015,7124,697,1,1,0,1
29,2,2/3/2015,9566,775,1,1,0,0
30,2,2/3/2015,6609,880,1,1,0,0
31,2,2/3/2015,6502,597,1,1,0,0
32,2,2/3/2015,4857,548,1,1,0,0
33,2,2/3/2015,8622,801,1,1,0,0
34,2,2/3/2015,8675,1029,1,1,0,1
35,2,2/3/2015,12008,832,1,1,0,0
36,2,2/3/2015,11213,1209,1,1,0,0
37,2,2/3/2015,6918,701,1,1,0,1
38,2,2/3/2015,6730,560,1,1,0,0
39,2,2/3/2015,5986,706,1,1,0,0
40,2,2/3/2015,4475,594,1,1,0,0
41,2,2/3/2015,6526,457,1,1,0,0
42,2,2/3/2015,12795,1279,1,1,0,0
43,2,2/3/2015,7519,689,1,1,0,0
44,2,2/3/2015,5752,660,1,1,0,1
45,2,2/3/2015,4920,369,1,1,0,0
46,2,2/3/2015,6374,748,1,1,0,0
47,2,2/3/2015,8256,1068,1,1,0,0
48,2,2/3/2015,4075,431,1,1,0,0
49,2,2/3/2015,7191,507,1,1,0,0
50,2,2/3/2015,4517,382,1,1,0,0
51,2,2/3/2015,6265,437,1,1,0,0
52,2,2/3/2015,6920,454,1,1,0,0
53,2,2/3/2015,6572,638,1,1,0,0
54,2,2/3/2015,7366,649,1,1,0,1
55,2,2/3/2015,6350,720,1,1,0,0
56,2,2/3/2015,8531,526,1,1,0,0
57,2,2/3/2015,11380,1036,1,1,0,0
58,2,2/3/2015,7516,550,1,1,0,0
59,2,2/3/2015,6438,620,1,1,0,1
60,2,2/3/2015,11641,949,1,1,0,0
61,2,2/3/2015,5658,638,1,1,0,0
62,2,2/3/2015,8207,847,1,1,0,0
63,2,2/3/2015,6870,562,1,1,0,0
64,2,2/3/2015,11524,779,1,1,0,0
65,2,2/3/2015,5927,519,1,1,0,1
66,2,2/3/2015,6252,496,1,1,0,0
67,2,2/3/2015,9869,937,1,1,0,0
68,2,2/3/2015,7239,1056,1,1,0,0
69,2,2/3/2015,10610,1331,1,1,0,0
70,2,2/3/2015,7380,684,1,1,0,1
71,2,2/3/2015,11786,892,1,1,0,0
72,2,2/3/2015,6131,576,1,1,0,0
73,2,2/3/2015,5937,618,1,1,0,0
74,2,2/3/2015,7710,971,1,1,0,0
75,2,2/3/2015,5810,606,1,1,0,0
76,2,2/3/2015,10242,961,1,1,0,0
77,2,2/3/2015,8680,681,1,1,0,0
78,2,2/3/2015,4270,491,1,1,0,1
79,2,2/3/2015,6450,623,1,1,0,0
80,2,2/3/2015,8305,577,1,1,0,0
81,2,2/3/2015,7686,573,1,1,0,0
82,2,2/3/2015,10371,913,1,1,0,0
83,2,2/3/2015,4559,379,1,1,0,0
84,2,2/3/2015,15922,1580,1,1,0,0
85,2,2/3/2015,7101,936,1,1,0,1
86,2,2/3/2015,5534,681,1,1,0,0
87,2,2/3/2015,5980,775,1,1,0,1
88,2,2/3/2015,7406,700,1,1,0,1
89,2,2/3/2015,6755,694,1,1,0,0
90,2,2/3/2015,10847,1206,1,1,0,0
91,2,2/3/2015,5904,607,1,1,0,0
92,2,2/3/2015,8095,635,1,1,0,0
93,2,2/3/2015,7651,707,1,1,0,0
94,2,2/3/2015,8455,720,1,1,0,0
95,2,2/3/2015,9734,1041,1,1,0,0
96,2,2/3/2015,7407,721,1,1,0,0
97,2,2/3/2015,8008,802,1,1,0,0
98,2,2/3/2015,6082,487,1,1,0,0
99,2,2/3/2015,6314,542,1,1,0,0
100,2,2/3/2015,7779,664,1,1,0,0
1,1,2/2/2015,6038,669,1,1,0,0
2,1,2/2/2015,8155,808,1,1,0,1
3,1,2/2/2015,9922,951,1,1,0,0
4,1,2/2/2015,13120,1681,1,1,0,1
5,1,2/2/2015,7407,744,1,1,0,0
6,1,2/2/2015,7413,787,1,1,0,0
